1615798833.546396,-0.263428,-0.519287,-0.779053
1615798833.566427,-0.261719,-0.534180,-0.775391
1615798833.586456,-0.264893,-0.550293,-0.783447
1615798833.606486,-0.266602,-0.547119,-0.806152
1615798833.626516,-0.278076,-0.521240,-0.828125
1615798833.646547,-0.268555,-0.505371,-0.826416
1615798833.666578,-0.253418,-0.501465,-0.814941
1615798833.686611,-0.251953,-0.484619,-0.790527
1615798833.706645,-0.255615,-0.548584,-0.805664
1615798833.726676,-0.284424,-0.545654,-0.822754
1615798833.746707,-0.305176,-0.531494,-0.823975
1615798833.766738,-0.289307,-0.518066,-0.786377
1615798833.786770,-0.293945,-0.487793,-0.827148
1615798833.806803,-0.280273,-0.543213,-0.818848
1615798833.826833,-0.275635,-0.511230,-0.805420
1615798833.846864,-0.269775,-0.474854,-0.815430
1615798833.866897,-0.286377,-0.494141,-0.822998
1615798833.886928,-0.290283,-0.473633,-0.830811
1615798833.906960,-0.291504,-0.486816,-0.819824
1615798833.926992,-0.299316,-0.485352,-0.821533
1615798833.947023,-0.298584,-0.493896,-0.824463
1615798833.967057,-0.292480,-0.482666,-0.823242
1615798833.987088,-0.279053,-0.487305,-0.825928
1615798834.007121,-0.277588,-0.470947,-0.827637
1615798834.027153,-0.274902,-0.485596,-0.835205
1615798834.047186,-0.281738,-0.482910,-0.829834
1615798834.067218,-0.291016,-0.484863,-0.827148
1615798834.087253,-0.290527,-0.481445,-0.841553
1615798834.107285,-0.292480,-0.465576,-0.842285
1615798834.127318,-0.288330,-0.478027,-0.834717
1615798834.147352,-0.288574,-0.470947,-0.827881
1615798834.167383,-0.283936,-0.475098,-0.827393
1615798834.187417,-0.289795,-0.463623,-0.826416
1615798834.207448,-0.276123,-0.462646,-0.827881
1615798834.227481,-0.283691,-0.464355,-0.838379
1615798834.247513,-0.289551,-0.463379,-0.840088
1615798834.267545,-0.284668,-0.459229,-0.835938
1615798834.287578,-0.287109,-0.467773,-0.835693
1615798834.307611,-0.289307,-0.464111,-0.834717
1615798834.327642,-0.283447,-0.459717,-0.837891
1615798834.347674,-0.285645,-0.468262,-0.834229
1615798834.367705,-0.286621,-0.461914,-0.823242
1615798834.387738,-0.282227,-0.463623,-0.826172
1615798834.407769,-0.281738,-0.456787,-0.835693
1615798834.427803,-0.285400,-0.459473,-0.842529
1615798834.447835,-0.295654,-0.458496,-0.840576
1615798834.467869,-0.305176,-0.462402,-0.838379
1615798834.487901,-0.297607,-0.465332,-0.834961
1615798834.507932,-0.285400,-0.461914,-0.843262
1615798834.527966,-0.291260,-0.478027,-0.855713
1615798834.547997,-0.299805,-0.478760,-0.852295
1615798834.568030,-0.303955,-0.469727,-0.853271
1615798834.588062,-0.308105,-0.454346,-0.859375
1615798834.608094,-0.305420,-0.438232,-0.861572
1615798834.628127,-0.298096,-0.437988,-0.855225
1615798834.648158,-0.288330,-0.443604,-0.847168
1615798834.668190,-0.286377,-0.445312,-0.849609
1615798834.688221,-0.290283,-0.449219,-0.844971
1615798834.708253,-0.288330,-0.448730,-0.842041
1615798834.728285,-0.288574,-0.447510,-0.832764
1615798834.748317,-0.286865,-0.446533,-0.826416
1615798834.768348,-0.281250,-0.444824,-0.826904
1615798834.788381,-0.273682,-0.449707,-0.835693
1615798834.808413,-0.280273,-0.443604,-0.845947
1615798834.828445,-0.284668,-0.434570,-0.845459
1615798834.848476,-0.290283,-0.434570,-0.843994
1615798834.868509,-0.289062,-0.440430,-0.854004
1615798834.888542,-0.288086,-0.451172,-0.863281
1615798834.908575,-0.288574,-0.451416,-0.861084
1615798834.928607,-0.282715,-0.446045,-0.854980
1615798834.948638,-0.279541,-0.436035,-0.854248
1615798834.968670,-0.285156,-0.425293,-0.849609
1615798834.988703,-0.284180,-0.421875,-0.848389
1615798835.008735,-0.286377,-0.426758,-0.846924
1615798835.028769,-0.287598,-0.430908,-0.848877
1615798835.048802,-0.280518,-0.432617,-0.848633
1615798835.068834,-0.282471,-0.432617,-0.850098
1615798835.088869,-0.286377,-0.441650,-0.845703
1615798835.108902,-0.286621,-0.432373,-0.847412
1615798835.128933,-0.277832,-0.431885,-0.854736
1615798835.148965,-0.276123,-0.428467,-0.860352
1615798835.168996,-0.280029,-0.429688,-0.864746
1615798835.189029,-0.286865,-0.437500,-0.876709
1615798835.209060,-0.297852,-0.448486,-0.877197
1615798835.229091,-0.299805,-0.420410,-0.872559
1615798835.249124,-0.290771,-0.403809,-0.866943
1615798835.269156,-0.278809,-0.399902,-0.872559
1615798835.289188,-0.286865,-0.401855,-0.872559
1615798835.309222,-0.276611,-0.406250,-0.868652
1615798835.329253,-0.287354,-0.416260,-0.864990
1615798835.349286,-0.283691,-0.412598,-0.868896
1615798835.369318,-0.287354,-0.408447,-0.862549
1615798835.389351,-0.282959,-0.403320,-0.861816
1615798835.409383,-0.271729,-0.411377,-0.862061
1615798835.429416,-0.270752,-0.416504,-0.865234
1615798835.449449,-0.272705,-0.410889,-0.870361
1615798835.469481,-0.268066,-0.407471,-0.866699
1615798835.489513,-0.272705,-0.397461,-0.883057
1615798835.509547,-0.280518,-0.389160,-0.883301
1615798835.529578,-0.280029,-0.388184,-0.876709
1615798835.549609,-0.280518,-0.395020,-0.870850
1615798835.569641,-0.270752,-0.395996,-0.877197
1615798835.589673,-0.267334,-0.394775,-0.878906
1615798835.609704,-0.257568,-0.391602,-0.883545
1615798835.629736,-0.250977,-0.390381,-0.893311
1615798835.649768,-0.259521,-0.381836,-0.902344
1615798835.669801,-0.263428,-0.394531,-0.907959
1615798835.689833,-0.280029,-0.395752,-0.902100
1615798835.709867,-0.276123,-0.375977,-0.898682
1615798835.729898,-0.260742,-0.373535,-0.899902
1615798835.749929,-0.240967,-0.375732,-0.906738
1615798835.769961,-0.231201,-0.403809,-0.907715
1615798835.789992,-0.222168,-0.367920,-0.926270
1615798835.810023,-0.234863,-0.313232,-0.948242
1615798835.830054,-0.239502,-0.264404,-0.968262
1615798835.850085,-0.234375,-0.273438,-0.972900
1615798835.870116,-0.228760,-0.279785,-0.965088
1615798835.890147,-0.223389,-0.260986,-0.958984
1615798835.910181,-0.206055,-0.244141,-0.954834
1615798835.930212,-0.224121,-0.141113,-0.949951
1615798835.950244,-0.214111,-0.121582,-0.961914
1615798835.970276,-0.239258,-0.119873,-0.965576
1615798835.990309,-0.255615,-0.192871,-0.979248
1615798836.010341,-0.276611,-0.174072,-0.990723
1615798836.030375,-0.305908,-0.170410,-1.001221
1615798836.050406,-0.305908,-0.194580,-0.992188
1615798836.070438,-0.299561,-0.163818,-0.968018
1615798836.090472,-0.278076,-0.133789,-0.988037
1615798836.110507,-0.298828,-0.108398,-1.018799
1615798836.130539,-0.308350,-0.107178,-1.030029
1615798836.150573,-0.305908,-0.124023,-1.005615
1615798836.170609,-0.280029,-0.106689,-0.979980
1615798836.190643,-0.275146,-0.058594,-0.983154
1615798836.210676,-0.265381,-0.012451,-0.982666
1615798836.230710,-0.247314,0.000488,-0.986328
1615798836.250743,-0.242920,0.012939,-0.980713
1615798836.270775,-0.240723,0.022217,-0.960205
1615798836.290808,-0.235596,0.042725,-0.946533
1615798836.310842,-0.225342,0.065918,-0.936035
1615798836.330874,-0.203613,0.041504,-0.929199
1615798836.350909,-0.198975,0.017578,-0.932617
1615798836.370942,-0.186035,0.016357,-0.930664
1615798836.390975,-0.214600,0.015869,-0.929199
1615798836.411007,-0.207764,0.062012,-0.931641
1615798836.431040,-0.191650,0.102295,-0.923828
1615798836.451073,-0.199463,0.114014,-0.921631
1615798836.471106,-0.164551,0.106934,-0.940918
1615798836.491139,-0.197998,0.081787,-0.940674
1615798836.511171,-0.213867,0.065918,-0.939209
1615798836.531204,-0.189941,0.091309,-0.936523
1615798836.551235,-0.177734,0.090576,-0.937012
1615798836.571268,-0.187256,0.125977,-0.943359
1615798836.591300,-0.172119,0.156738,-0.955566
1615798836.611331,-0.160400,0.195068,-0.956787
1615798836.631364,-0.148438,0.199219,-0.947510
1615798836.651397,-0.149658,0.189209,-0.950684
1615798836.671431,-0.156006,0.184082,-0.920898
1615798836.691463,-0.138672,0.210449,-0.911621
