1607655342.493837,-0.088623,-0.017822,-0.996582
1607655342.513741,-0.089355,-0.017334,-0.998047
1607655342.533645,-0.089600,-0.017090,-0.996094
1607655342.554055,-0.088135,-0.018555,-0.999023
1607655342.573959,-0.089111,-0.016357,-0.997559
1607655342.593863,-0.089111,-0.015869,-0.999268
1607655342.613767,-0.087402,-0.017578,-0.997803
1607655342.634175,-0.087891,-0.017578,-0.997070
1607655342.654079,-0.089355,-0.017090,-0.997803
1607655342.673983,-0.088623,-0.018066,-0.997314
1607655342.693887,-0.089844,-0.017090,-0.998047
1607655342.714297,-0.088379,-0.018555,-0.997559
1607655342.734201,-0.088867,-0.016602,-0.999023
1607655342.754105,-0.089111,-0.017822,-0.996582
1607655342.774009,-0.088379,-0.016602,-0.998291
1607655342.794418,-0.089355,-0.018066,-0.997803
1607655342.814322,-0.088623,-0.017578,-0.996826
1607655342.834226,-0.088135,-0.016602,-0.997314
1607655342.854130,-0.088379,-0.017090,-0.996826
1607655342.874538,-0.088867,-0.016846,-0.998291
1607655342.894442,-0.088867,-0.018066,-0.997070
1607655342.914346,-0.089600,-0.017822,-0.998535
1607655342.934250,-0.088623,-0.017822,-0.996582
1607655342.954656,-0.089844,-0.016846,-0.998047
1607655342.974560,-0.088135,-0.018799,-0.999268
1607655342.994464,-0.087158,-0.017822,-0.996826
1607655343.014368,-0.088135,-0.017822,-0.996826
1607655343.034772,-0.088379,-0.017822,-0.998291
1607655343.054676,-0.088135,-0.017334,-0.998291
1607655343.074580,-0.088135,-0.017822,-0.996826
1607655343.094484,-0.090576,-0.017334,-0.997559
1607655343.114888,-0.089355,-0.016357,-0.997070
1607655343.134792,-0.089355,-0.017090,-0.998047
1607655343.154696,-0.089844,-0.019043,-0.998047
1607655343.174600,-0.088379,-0.016357,-0.998291
1607655343.195003,-0.088379,-0.016357,-0.998779
1607655343.214907,-0.087158,-0.016846,-0.999268
1607655343.234811,-0.089600,-0.016602,-0.997314
1607655343.254715,-0.089355,-0.016602,-0.997559
1607655343.275121,-0.087158,-0.017578,-0.997803
1607655343.295025,-0.089844,-0.018311,-0.997803
1607655343.314929,-0.089111,-0.016357,-0.998535
1607655343.334833,-0.088379,-0.016846,-0.996826
1607655343.355238,-0.087402,-0.017578,-0.997803
1607655343.375142,-0.087402,-0.016602,-0.999023
1607655343.395046,-0.088623,-0.017334,-0.996582
1607655343.414950,-0.089600,-0.016357,-0.998047
1607657169.191514,-0.498291,0.514160,-0.697754
1607657169.211545,-0.497070,0.520264,-0.699219
1607657169.231576,-0.496826,0.515381,-0.702393
1607657169.251608,-0.497803,0.519043,-0.698242
1607657169.271640,-0.497559,0.517578,-0.701416
1607657169.291673,-0.500732,0.522705,-0.703369
1607657169.311704,-0.498535,0.521484,-0.705566
1607657169.331737,-0.496582,0.520752,-0.700684
1607657169.351769,-0.498535,0.518799,-0.699951
1607657169.371801,-0.497070,0.521973,-0.695801
1607657169.391834,-0.495850,0.523926,-0.692383
1607657169.411866,-0.500000,0.520752,-0.694580
1607657169.431898,-0.500488,0.518555,-0.690186
1607657169.451930,-0.502441,0.524658,-0.691650
1607657169.471962,-0.502197,0.527344,-0.694824
1607657169.491995,-0.502197,0.525146,-0.691895
1607657169.512026,-0.502441,0.518555,-0.691162
1607657169.532058,-0.500977,0.527344,-0.694092
1607657169.552090,-0.498779,0.531006,-0.689697
1607657169.572122,-0.506104,0.524414,-0.682373
1607657169.592154,-0.506348,0.519531,-0.680664
1607657169.612185,-0.500732,0.526367,-0.682617
1607657169.632218,-0.505371,0.539307,-0.675293
1607657169.652250,-0.502686,0.545166,-0.669678
1607657169.672282,-0.505615,0.541504,-0.666504
1607657169.692314,-0.507080,0.528076,-0.666260
1607657169.712347,-0.504150,0.529541,-0.676025
1607657169.732379,-0.501465,0.538086,-0.683838
1607657169.752411,-0.506592,0.542236,-0.676270
1607657169.772444,-0.510254,0.537598,-0.669434
1607657169.792476,-0.500732,0.541260,-0.675293
1607657169.812507,-0.492432,0.552490,-0.677246
1607657169.832539,-0.494385,0.550781,-0.678223
1607657169.852571,-0.499023,0.540527,-0.669434
1607657169.872603,-0.499512,0.543213,-0.673828
1607657169.892635,-0.501221,0.548340,-0.676025
1607657169.912667,-0.501221,0.549805,-0.676758
1607657169.932697,-0.500488,0.546387,-0.670654
